"","ecoregion_name","code","biome","long","lat","sec_type","value","pri_type"
"249","Atlantic dry forests","NT0202","Tropical Deciduous Forest",-43.346,-12.183,"mammal_num",147,"Species Data"
"250","Bajio dry forests","NT0204","Tropical Deciduous Forest",-102.15,20.4,"mammal_num",139,"Species Data"
"251","Balsas dry forests","NT0205","Tropical Deciduous Forest",-99.888,18.358,"mammal_num",162,"Species Data"
"252","Bolivian montane dry forests","NT0206","Tropical Deciduous Forest",-65.818,-18.592,"mammal_num",175,"Species Data"
"253","Cauca Valley dry forests","NT0207","Tropical Deciduous Forest",-75.95,5.083,"mammal_num",176,"Species Data"
"254","Central American dry forests","NT0209","Tropical Deciduous Forest",-87.576,13.679,"mammal_num",195,"Species Data"
"255","Dry Chaco","NT0210","Tropical Deciduous Forest",-62.842,-25.198,"mammal_num",193,"Species Data"
"256","Chiapas Depression dry forests","NT0211","Tropical Deciduous Forest",-92.906,16.344,"mammal_num",160,"Species Data"
"257","Chiquitano dry forests","NT0212","Tropical Deciduous Forest",-60.363,-15.894,"mammal_num",209,"Species Data"
"258","Cuban dry forests","NT0213","Tropical Deciduous Forest",-79.347,21.504,"mammal_num",34,"Species Data"
"259","Ecuadorian dry forests","NT0214","Tropical Deciduous Forest",-80.021,-1.625,"mammal_num",129,"Species Data"
"260","Hispaniolan dry forests","NT0215","Tropical Deciduous Forest",-72.107,18.875,"mammal_num",20,"Species Data"
"261","Jalisco dry forests","NT0217","Tropical Deciduous Forest",-104.426,20.118,"mammal_num",137,"Species Data"
"262","Jamaican dry forests","NT0218","Tropical Deciduous Forest",-77.35,18.25,"mammal_num",21,"Species Data"
"263","Lara-Falcon dry forests","NT0219","Tropical Deciduous Forest",-69.25,10.795,"mammal_num",174,"Species Data"
"264","Lesser Antillean dry forests","NT0220","Tropical Deciduous Forest",-62.56,12.821,"mammal_num",43,"Species Data"
"265","Magdalena Valley dry forests","NT0221","Tropical Deciduous Forest",-75.1,3.775,"mammal_num",171,"Species Data"
"266","Maracaibo dry forests","NT0222","Tropical Deciduous Forest",-71.509,9.922,"mammal_num",191,"Species Data"
"267","Maranon dry forests","NT0223","Tropical Deciduous Forest",-78.25,-6.472,"mammal_num",138,"Species Data"
"268","Panamanian dry forests","NT0224","Tropical Deciduous Forest",-80.167,8.542,"mammal_num",165,"Species Data"
"269","Patia Valley dry forests","NT0225","Tropical Deciduous Forest",-77.25,1.75,"mammal_num",155,"Species Data"
"270","Puerto Rican dry forests","NT0226","Tropical Deciduous Forest",-66.393,18.25,"mammal_num",15,"Species Data"
"271","Sierra de la Laguna dry forests","NT0227","Tropical Deciduous Forest",-110.028,23.528,"mammal_num",46,"Species Data"
"272","Sinaloan dry forests","NT0228","Tropical Deciduous Forest",-106.223,24.195,"mammal_num",149,"Species Data"
"273","Sinu Valley dry forests","NT0229","Tropical Deciduous Forest",-73.917,10.202,"mammal_num",179,"Species Data"
"274","Southern Pacific dry forests","NT0230","Tropical Deciduous Forest",-97.618,16.829,"mammal_num",159,"Species Data"
"275","Tumbes-Piura dry forests","NT0232","Tropical Deciduous Forest",-80,-5.35,"mammal_num",100,"Species Data"
"276","Veracruz dry forests","NT0233","Tropical Deciduous Forest",-96.55,19.15,"mammal_num",124,"Species Data"
"277","Yucatan dry forests","NT0235","Tropical Deciduous Forest",-88.957,20.457,"mammal_num",87,"Species Data"
"278","Bahamian pine mosaic","NT0301","Tropical Coniferous Forest",-76.105,22.638,"mammal_num",8,"Species Data"
"279","Belizean pine forests","NT0302","Tropical Coniferous Forest",-88.515,17.015,"mammal_num",122,"Species Data"
"280","Central American pine-oak forests","NT0303","Tropical Coniferous Forest",-89.267,15.046,"mammal_num",203,"Species Data"
"281","Cuban pine forests","NT0304","Tropical Coniferous Forest",-80.054,21.589,"mammal_num",34,"Species Data"
"282","Hispaniolan pine forests","NT0305","Tropical Coniferous Forest",-71.75,18.825,"mammal_num",20,"Species Data"
"283","Miskito pine forests","NT0306","Tropical Coniferous Forest",-84.068,14.659,"mammal_num",128,"Species Data"
"284","Sierra de la Laguna pine-oak forests","NT0307","Tropical Coniferous Forest",-110.083,23.5,"mammal_num",45,"Species Data"
"285","Sierra Madre de Oaxaca pine-oak forests","NT0308","Tropical Coniferous Forest",-96.008,17.202,"mammal_num",176,"Species Data"
"286","Sierra Madre del Sur pine-oak forests","NT0309","Tropical Coniferous Forest",-99.325,17.551,"mammal_num",151,"Species Data"
"287","Trans-Mexican Volcanic Belt pine-oak forests","NT0310","Tropical Coniferous Forest",-101.51,20.248,"mammal_num",197,"Species Data"
"288","Magellanic subpolar forests","NT0402","Temperate Moist Forest",-72.782,-51.912,"mammal_num",30,"Species Data"
"289","Valdivian temperate forests","NT0404","Temperate Moist Forest",-73.12,-42.651,"mammal_num",56,"Species Data"
"290","Beni savanna","NT0702","Tropical Grasslands",-66.019,-13.247,"mammal_num",212,"Species Data"
"291","Campos Rupestres montane savanna","NT0703","Tropical Grasslands",-43.66,-18.722,"mammal_num",180,"Species Data"
"292","Cerrado","NT0704","Tropical Grasslands",-50.114,-15.179,"mammal_num",254,"Species Data"
"293","Guianan savanna","NT0707","Tropical Grasslands",-59.185,3.76,"mammal_num",225,"Species Data"
"294","Humid Chaco","NT0708","Tropical Grasslands",-58.75,-26.127,"mammal_num",143,"Species Data"
"295","Llanos","NT0709","Tropical Grasslands",-67.946,6.697,"mammal_num",223,"Species Data"
"296","Uruguayan savanna","NT0710","Tropical Grasslands",-54.803,-31.25,"mammal_num",101,"Species Data"
"297","Espinal","NT0801","Grasslands",-62.8,-34.435,"mammal_num",81,"Species Data"
"298","Low Monte","NT0802","Grasslands",-67.126,-38.274,"mammal_num",52,"Species Data"
"299","Humid Pampas","NT0803","Grasslands",-60.852,-35.242,"mammal_num",73,"Species Data"
"300","Patagonian steppe","NT0805","Grasslands",-68.462,-45.891,"mammal_num",60,"Species Data"
"301","Cuban wetlands","NT0902","Flooded Grasslands",-80.523,21.932,"mammal_num",33,"Species Data"
"302","Enriquillo wetlands","NT0903","Flooded Grasslands",-71.321,18.464,"mammal_num",20,"Species Data"
"303","Everglades","NT0904","Flooded Grasslands",-80.864,26.182,"mammal_num",38,"Species Data"
"304","Guayaquil flooded grasslands","NT0905","Flooded Grasslands",-79.55,-2.15,"mammal_num",112,"Species Data"
"305","Orinoco wetlands","NT0906","Flooded Grasslands",-62.188,9.563,"mammal_num",176,"Species Data"
"306","Pantanal","NT0907","Flooded Grasslands",-57.518,-17.923,"mammal_num",172,"Species Data"
"307","Parana flooded savanna","NT0908","Flooded Grasslands",-59.337,-30.674,"mammal_num",97,"Species Data"
"308","Southern Cone Mesopotamian savanna","NT0909","Flooded Grasslands",-56.667,-28.688,"mammal_num",95,"Species Data"
"309","Central Andean dry puna","NT1001","Montane Grasslands",-67.804,-21.308,"mammal_num",49,"Species Data"
"310","Central Andean puna","NT1002","Montane Grasslands",-68.072,-20.821,"mammal_num",94,"Species Data"
"311","Central Andean wet puna","NT1003","Montane Grasslands",-72.623,-13.421,"mammal_num",94,"Species Data"
"312","Cordillera Central paramo","NT1004","Montane Grasslands",-78.31,-6.952,"mammal_num",40,"Species Data"
"313","Cordillera de Merida paramo","NT1005","Montane Grasslands",-70.821,8.786,"mammal_num",51,"Species Data"
"314","Northern Andean paramo","NT1006","Montane Grasslands",-76.281,2.298,"mammal_num",77,"Species Data"
"315","Santa Marta paramo","NT1007","Montane Grasslands",-73.5,10.75,"mammal_num",26,"Species Data"
"316","Southern Andean steppe","NT1008","Montane Grasslands",-69.162,-30.301,"mammal_num",56,"Species Data"
"317","High Monte","NT1010","Montane Grasslands",-67.503,-28.75,"mammal_num",86,"Species Data"
"318","Chilean matorral","NT1201","Mediterranean Forest",-70.964,-31.439,"mammal_num",42,"Species Data"
"319","Araya and Paria xeric scrub","NT1301","Deserts",-63.417,10.417,"mammal_num",163,"Species Data"
"320","Atacama desert","NT1303","Deserts",-69.509,-22.333,"mammal_num",22,"Species Data"
"321","Caatinga","NT1304","Deserts",-40.219,-9.139,"mammal_num",158,"Species Data"
"322","Caribbean shrublands","NT1305","Deserts",-65.364,15.136,"mammal_num",18,"Species Data"
"323","Cuban cactus scrub","NT1306","Deserts",-79.135,21.481,"mammal_num",32,"Species Data"
"324","Galapagos Islands scrubland mosaic","NT1307","Deserts",-91.25,-0.456,"mammal_num",5,"Species Data"
"325","Guajira-Barranquilla xeric scrub","NT1308","Deserts",-73.481,10.673,"mammal_num",194,"Species Data"
"326","La Costa xeric shrublands","NT1309","Deserts",-66.179,9.774,"mammal_num",191,"Species Data"
"327","Motagua Valley thornscrub","NT1312","Deserts",-89.75,15,"mammal_num",138,"Species Data"
"328","Paraguana xeric scrub","NT1313","Deserts",-70.214,10.536,"mammal_num",178,"Species Data"
"329","San Lucan xeric scrub","NT1314","Deserts",-110.083,23.817,"mammal_num",50,"Species Data"
"330","Sechura desert","NT1315","Deserts",-75.138,-12.876,"mammal_num",85,"Species Data"
"331","Tehuacan Valley matorral","NT1316","Deserts",-97.712,18.788,"mammal_num",140,"Species Data"
"332","Amazon-Orinoco-Southern Caribbean mangroves","NT1401","Mangroves",-57.81,5.36,"mammal_num",271,"Species Data"
"333","Bahamoan-Antillean mangroves","NT1402","Mangroves",-76.018,20.919,"mammal_num",45,"Species Data"
"334","Mesoamerican Gulf-Caribbean mangroves","NT1403","Mangroves",-88.42,16.925,"mammal_num",185,"Species Data"
"335","Northern Mesoamerican Pacific mangroves","NT1404","Mangroves",-105.685,22.185,"mammal_num",147,"Species Data"
"336","South American Pacific mangroves","NT1405","Mangroves",-79.27,1.735,"mammal_num",211,"Species Data"
"337","Southern Atlantic mangroves","NT1406","Mangroves",-41.581,-17.274,"mammal_num",187,"Species Data"
"338","Southern Mesoamerican Pacific mangroves","NT1407","Mangroves",-86.515,11.375,"mammal_num",202,"Species Data"
"339","Araucaria moist forests","NT0101","Tropical Moist Forest",-51.389,-26.527,"reptile_num",134,"Species Data"
"340","Atlantic Coast restingas","NT0102","Tropical Moist Forest",-43.734,-21.203,"reptile_num",46,"Species Data"
"341","Bahia coastal forests","NT0103","Tropical Moist Forest",-40.086,-16.613,"reptile_num",89,"Species Data"
"342","Bahia interior forests","NT0104","Tropical Moist Forest",-42.018,-17.73,"reptile_num",34,"Species Data"
"343","Bolivian Yungas","NT0105","Tropical Moist Forest",-66.877,-15.85,"reptile_num",38,"Species Data"
"344","Caatinga Enclaves moist forests","NT0106","Tropical Moist Forest",-40.179,-4.357,"reptile_num",52,"Species Data"
"345","Caqueta moist forests","NT0107","Tropical Moist Forest",-71.969,0.781,"reptile_num",133,"Species Data"
"346","Catatumbo moist forests","NT0108","Tropical Moist Forest",-71.871,9.216,"reptile_num",61,"Species Data"
"347","Cauca Valley montane forests","NT0109","Tropical Moist Forest",-75.962,4.992,"reptile_num",96,"Species Data"
"348","Central American Atlantic moist forests","NT0111","Tropical Moist Forest",-86.13,14.521,"reptile_num",143,"Species Data"
"349","Central American montane forests","NT0112","Tropical Moist Forest",-87.872,14.437,"reptile_num",111,"Species Data"
"350","Chiapas montane forests","NT0113","Tropical Moist Forest",-91.91,16.77,"reptile_num",61,"Species Data"
"351","Chimalapas montane forests","NT0114","Tropical Moist Forest",-94.15,16.55,"reptile_num",31,"Species Data"
"352","Choco-Darien moist forests","NT0115","Tropical Moist Forest",-77.515,5.613,"reptile_num",200,"Species Data"
"353","Cordillera La Costa montane forests","NT0117","Tropical Moist Forest",-66.071,10.179,"reptile_num",53,"Species Data"
"354","Cordillera Oriental montane forests","NT0118","Tropical Moist Forest",-73.48,5.782,"reptile_num",70,"Species Data"
"355","Costa Rican seasonal moist forests","NT0119","Tropical Moist Forest",-85.146,10.854,"reptile_num",99,"Species Data"
"356","Cuban moist forests","NT0120","Tropical Moist Forest",-79.12,21.665,"reptile_num",97,"Species Data"
"357","Eastern Cordillera real montane forests","NT0121","Tropical Moist Forest",-78.414,-2.586,"reptile_num",159,"Species Data"
"358","Eastern Panamanian montane forests","NT0122","Tropical Moist Forest",-78.075,8.25,"reptile_num",102,"Species Data"
"359","Guianan Highlands moist forests","NT0124","Tropical Moist Forest",-61.734,4.289,"reptile_num",80,"Species Data"
"360","Guianan moist forests","NT0125","Tropical Moist Forest",-56.817,4.378,"reptile_num",204,"Species Data"
"361","Gurupa varzea","NT0126","Tropical Moist Forest",-53.987,-2.066,"reptile_num",27,"Species Data"
"362","Hispaniolan moist forests","NT0127","Tropical Moist Forest",-71.44,18.833,"reptile_num",117,"Species Data"
"363","Iquitos varzea","NT0128","Tropical Moist Forest",-74.151,-5.295,"reptile_num",164,"Species Data"
"364","Isthmian-Atlantic moist forests","NT0129","Tropical Moist Forest",-82.24,9.934,"reptile_num",168,"Species Data"
"365","Isthmian-Pacific moist forests","NT0130","Tropical Moist Forest",-81.962,8.558,"reptile_num",143,"Species Data"
"366","Jamaican moist forests","NT0131","Tropical Moist Forest",-77.25,18.25,"reptile_num",33,"Species Data"
"367","Japura-Solimoes-Negro moist forests","NT0132","Tropical Moist Forest",-65.619,-0.847,"reptile_num",77,"Species Data"
"368","Jurua-Purus moist forests","NT0133","Tropical Moist Forest",-66.861,-5.569,"reptile_num",38,"Species Data"
"369","Leeward Islands moist forests","NT0134","Tropical Moist Forest",-65.75,18.25,"reptile_num",43,"Species Data"
"370","Madeira-Tapajos moist forests","NT0135","Tropical Moist Forest",-60.267,-9.132,"reptile_num",71,"Species Data"
"371","Magdalena Valley montane forests","NT0136","Tropical Moist Forest",-74.516,5.554,"reptile_num",80,"Species Data"
"372","Magdalena-Uraba moist forests","NT0137","Tropical Moist Forest",-74.782,7.995,"reptile_num",122,"Species Data"
"373","Marajo varzea","NT0138","Tropical Moist Forest",-50.676,-0.314,"reptile_num",86,"Species Data"
"374","Maranhao Babatu forests","NT0139","Tropical Moist Forest",-43.592,-4.346,"reptile_num",112,"Species Data"
"375","Mato Grosso seasonal forests","NT0140","Tropical Moist Forest",-52.366,-9.516,"reptile_num",38,"Species Data"
"376","Monte Alegre varzea","NT0141","Tropical Moist Forest",-60.162,-4.447,"reptile_num",38,"Species Data"
"377","Napo moist forests","NT0142","Tropical Moist Forest",-75.801,-1.985,"reptile_num",205,"Species Data"
"378","Negro-Branco moist forests","NT0143","Tropical Moist Forest",-67.162,1.981,"reptile_num",127,"Species Data"
"379","Northeastern Brazil restingas","NT0144","Tropical Moist Forest",-42.083,-3.042,"reptile_num",13,"Species Data"
"380","Northwestern Andean montane forests","NT0145","Tropical Moist Forest",-77.539,2.5,"reptile_num",144,"Species Data"
"381","Oaxacan montane forests","NT0146","Tropical Moist Forest",-96.386,17.977,"reptile_num",92,"Species Data"
"382","Orinoco Delta swamp forests","NT0147","Tropical Moist Forest",-61.89,9.17,"reptile_num",22,"Species Data"
"383","Pantanos de Centla","NT0148","Tropical Moist Forest",-92.159,18.068,"reptile_num",45,"Species Data"
"384","Guianan Freshwater swamp forests","NT0149","Tropical Moist Forest",-55.75,5.6,"reptile_num",70,"Species Data"
"385","Alto Parana Atlantic forests","NT0150","Tropical Moist Forest",-51.079,-23.145,"reptile_num",163,"Species Data"
"386","Pernambuco coastal forests","NT0151","Tropical Moist Forest",-35.809,-8.397,"reptile_num",84,"Species Data"
"387","Pernambuco interior forests","NT0152","Tropical Moist Forest",-36.185,-8.54,"reptile_num",25,"Species Data"
"388","Peruvian Yungas","NT0153","Tropical Moist Forest",-75.005,-10.44,"reptile_num",80,"Species Data"
"389","Peten-Veracruz moist forests","NT0154","Tropical Moist Forest",-92.006,17.318,"reptile_num",226,"Species Data"
"390","Puerto Rican moist forests","NT0155","Tropical Moist Forest",-66.35,18.25,"reptile_num",36,"Species Data"
"391","Purus varzea","NT0156","Tropical Moist Forest",-69.441,-2.862,"reptile_num",164,"Species Data"
"392","Purus-Madeira moist forests","NT0157","Tropical Moist Forest",-63.468,-6.696,"reptile_num",36,"Species Data"
"393","Rio Negro campinarana","NT0158","Tropical Moist Forest",-64.931,0.772,"reptile_num",25,"Species Data"
"394","Santa Marta montane forests","NT0159","Tropical Moist Forest",-73.607,10.75,"reptile_num",38,"Species Data"
"395","Serra do Mar coastal forests","NT0160","Tropical Moist Forest",-47.063,-24.604,"reptile_num",123,"Species Data"
"396","Sierra de los Tuxtlas","NT0161","Tropical Moist Forest",-95.125,18.25,"reptile_num",83,"Species Data"
"397","Sierra Madre de Chiapas moist forest","NT0162","Tropical Moist Forest",-91.721,14.897,"reptile_num",118,"Species Data"
"398","Solimoes-Japura moist forest","NT0163","Tropical Moist Forest",-70.875,-2.229,"reptile_num",224,"Species Data"
"399","South Florida rocklands","NT0164","Tropical Moist Forest",-80.75,25.417,"reptile_num",51,"Species Data"
"400","Southern Andean Yungas","NT0165","Tropical Moist Forest",-64.807,-23.557,"reptile_num",72,"Species Data"
"401","Southwest Amazon moist forests","NT0166","Tropical Moist Forest",-69.77,-10.023,"reptile_num",228,"Species Data"
"402","Talamancan montane forests","NT0167","Tropical Moist Forest",-82.88,9.293,"reptile_num",132,"Species Data"
